9.19996E+17,"#MeToo & it continues every day, at work & on the street, for the entirety of my 43 years. https:// twitter.com/UltraViolet/st atus/919970557960921089 …",1,1,4
9.21041E+17,#metoo is more than a hashtag. #onlineactivism can have an effect offline! https:// twitter.com/TaranaBurke/st atus/919704949751255040 …,1,1,4
9.21044E+17,"Men Respond To #MeToo With #HowIWillChange , And Every Woman Should See It http:// ivonafunny.com/men-respond-to -metoo-with-howiwillchange-and-every-woman-should-see-it/ … pic.twitter.com/eyAZwb5KPM",1,1,
9.21334E+17,#MeToo,1,1,4
9.20087E+17,#MeToo https:// twitter.com/murmurbroich/s tatus/920080130856357894 …,1,1,4
9.20287E+17,#thankyoutarana #metoo https:// twitter.com/alyssa_milano/ status/920067975016624128 …,1,1,4
9.20089E+17,What a world #MeToo,1,1,4
9.20186E+17,"The fear is there and so is the story, but where are those who listen #metoo",1,1,
9.19822E+17,Me too. #MeToo,1,1,4
9.20001E+17,#MeToo,1,1,4
9.20199E+17,I was groped roughly while boarding a local train in Dadar. I was 15 &amp; was wearing a salwar kameez n dupatta. Was shocked and numbed #MeToo,1,1,3
9.22131E+17,"#MeToo routinely forced into sex, i.e. raped, by my now ex-husband.",1,1,3
9.24684E+17,Julian Assange and #MeToo : Skeevy guys strike back https://www. salon.com/2017/10/27/jul ian-assange-and-metoo-skeevy-guys-strike-back/#.WfYKcpQYvrk.twitter …,1,,
9.20009E+17,#MeToo is half my twitter feed pic.twitter.com/tIi3OR6sI4,1,1,4
9.23936E+17,Recall the Women and put them back in the public eye. There is no statute of limitation to fix Systemic Social Injustices. #TakeAKnee #MeToo,1,1,4
9.19841E+17,Cool I have no had a blow job in years but I really need one #MeToo,1,2,
9.19928E+17,SVH against women and girls is about ALL women #MeToo | Help us say NO! @EmmaWatson @Alyssa_Milano @joliestweet @AsiaArgento @GwynethPaltrow,1,1,
9.20803E+17,"See @leenanorms for the explanation all of us respectful, deferential women needed to participate. #metoo",1,1,
9.2005E+17,"In The Wake Of Harvey Weinstein Scandal, Women Say #MeToo http:// ift.tt/2gnkLYW",1,1,
9.24322E+17,#MeToo https:// twitter.com/KristenClarkeJ D/status/924020035546484738 …,1,1,4
9.20332E+17,I don’t understand how nobody in #Hollywood came out about the sexual abuse until everyone came out. Expose the pedophilia now. #MeToo #har,1,1,
9.24924E+17,We literally just had the #metoo campaign..... Nothing like an AFL star to make Australia go on blaming the victim yet again. Smh.,1,1,
9.19922E+17,#MeToo,1,1,4
9.2027E+17,I think the scariest thing about #MeToo is that this is only the amount of people who are comfortable coming forward. Could you imagine the number of people who are not ready/able to say anything?,1,1,
9.21099E+17,#MeToo,1,1,4
9.20058E+17,#MeToo,1,1,4
9.19965E+17,#metoo,1,1,4
9.20388E+17,Some really strong and intelligent women who I respect a lot have said #metoo. I will be more cognitive of how women are being treated.,1,1,
9.19981E+17,#MeToo,1,1,4
9.20911E+17,That's the kind of thing sexually-harassing men used to say behind my back at work. I didn't like it then. Or now. #metoo #IWill,1,1,2
9.19872E+17,#MeToo,1,1,4
9.20383E+17,#MeToo,1,1,4
9.21477E+17,Because I love someone who was and feel helpless #meToo,1,1,
9.20384E+17,"Really??? #MeToo - & tweet it again not only to piss Doc off, but b/c I am one of a LARGE number of #AssaultedWomen #EndSexualAssaultNow https:// twitter.com/DonCheadle/sta tus/920331658548482053 …",1,1,4
9.19904E+17,"Readers of the New York Times think this Technology article is pretty cool, we think you'll like it too!  #MeToo F… http:// ift.tt/2ysLwSf""",2,,
9.19969E+17,I think when we are younger or we love someone we think we can’t say no. You can say no. You can stand up. It’s your body. #metoo,1,1,3
9.19818E+17,https://www. cdc.gov/violencepreven tion/pdf/nisvs_sofindings.pdf … Just as many men raped as women #MeToo,1,3,
9.21004E+17,#KevinSmith to donate residuals from #Weinstein -backed films to women’s nonprofit: http://www. sacbee.com/entertainment/ article179657776.html … #MeToo #Hollywood #Film pic.twitter.com/k3BHBtJYx5,1,1,
9.22044E+17,"meToo was not only about sexual abuse or molesting. It's about daily shit for women too. Jokes, belitteling, stuff that forms an atmosphere",1,1,2
9.20411E+17,#metoo,1,1,4
9.19936E+17,Me too. On a subway train that was packed and luckily another woman helped me - no man spoke up. #metoo,1,3,
9.19993E+17,We have to teach men & boys that women & girls should be respected & sexual assault is unacceptable. Women aren’t at fault here #MeToo,1,1,
9.19912E+17,#MeToo . I was a child.,1,1,4
9.20132E+17,#metoo,1,1,4
9.19907E+17,Me too. #metoo,1,1,4
9.21673E+17,#MeToo,1,1,4
9.21064E+17,#MeToo,1,1,4
9.20045E+17,I would suggest that the #MeToo movement should include men/boys who have been molested/abused.,1,3,
9.21152E+17,#metoo,1,1,4
9.2001E+17,#MeToo,1,1,4
9.20617E+17,"I should've been able to sleep with the lights off in first year, but couldn't because one night I was woken by a man in my bed. #MeToo",1,1,3
9.20255E+17,"In the wake of #MeToo, men are pledging to make changes to fight #harassment https://t.co/UTHzEMv5zl #socialgood",1,1,
9.20285E+17,#metoo,1,1,4
9.20385E+17,#MeToo pic.twitter.com/DtgkKiZgBo,1,1,4
9.19965E+17,#MeToo,1,1,4
9.2014E+17,Hugs. Same. #MeToo,1,1,4
9.19963E+17,"#MeToo Support your kids, they need it, hiding an abuse hurts as much as the abuse. they are disconnected coz of you as much the abuser",1,1,
9.2229E+17,"Girls & Women must take a stand on Sexual Harassment, Assault, Abuse and Exploitation! I See You! I Hear You and I Stand With You! #MeToo pic.twitter.com/Z0lJxPR8xo",1,1,
9.20105E+17,#MeToo,1,1,4
9.20233E+17,@Alyssa_Milano sadly #MeToo illustrates the extent of sexual assault globally. I wish #NotMe was trending,1,1,
9.20334E+17,"#IStandWith all the #MeToo s With you, For you, Always You might be alone facing the harassment. But you sure... http:// fb.me/QxkjxFhP",1,1,
9.20923E+17,#Metoo https:// twitter.com/ibelong2jesusn 1/status/920922726646214656 …,1,1,4
9.20103E+17,They say #MeToo but we all know it’s #YeahRight pic.twitter.com/fNjxmKAFef,1,,
9.20034E+17,Wanted to share this on here as well... My #MeToo story. You are not a burden. You are not alone. You are a child of the Father. pic.twitter.com/icjnjvnhEp,1,1,4
9.21175E+17,#MeToo (it wasn’t until this moment that I felt compelled to share my voice with others. I honor my moment and I honor yours ) https:// twitter.com/theellenshow/s tatus/921092920840658944 …,1,1,4
9.25085E+17,"Combating sexual #harassment & #abuse in the #EU "" with @AnnaZaborska @stanislavpolcak @emorinchartier (2/3) #MeToo http:// youtu.be/9omfQqPuc2A""",1,1,
9.21847E+17,Until women realize they need to own this problem Even #MeToo will be thoughts and prayers unless women change Raise girls differently,1,3,
9.22461E+17,Were you #MeToo October 2016?,1,1,
9.20176E+17,The #MeToo posts today have reminded me of the need to stand with others. The pain is real.,1,1,
9.20987E+17,11 or 12 years old vs 24 year old person you trust. #Metoo,1,1,4
9.19852E+17,"#MeToo I mean honestly, who hasn't?",1,1,4
9.20424E+17,"Researching this piece opened my eyes. Men, it is on us to change the culture. SPEAK UP. #HowIWillChange #metoo http:// lifeandnews.com/articles/im-a- … https:// twitter.com/jwmackay/statu s/781303886233608196 …",1,1,
9.20316E+17,"Doesn't go away when you get older. I was 5 years old when my dad made me & brothers strip naked so we could celebrate our bodies"" #MeToo""",1,1,3
9.21561E+17,"I was 23yo newlywed walking x campus to meet my husband. Car pulled next to me asking 4 direx, I stopped 2 help & he was j***ing off! #MeToo",1,1,3
9.20138E+17,I don't even know how to feel about this latest evolution of the #metoo movement. It's bad enough damn near... http:// fb.me/1p4tJmryZ,1,,
9.20173E+17,"Age 35 I'm not living, just merely surviving. In order to protect myself, I keep to myself & I don't get close to, or trust, anyone. #MeToo",1,1,4
9.2029E+17,Me too #MeToo,1,1,4
9.19942E+17,"What infamous dahvie vanity, known pedophile & rapist has to say about #metoo #botdf #dahvievanity #fallonvendetta pic.twitter.com/KFRZsGJtHO",1,1,
9.20017E+17,"If my adult daughter is strong enough to say it, surely I can too. #metoo http:// fb.me/xZHBm0Rv",1,1,4
9.19908E+17,#MeToo,1,1,4
9.21849E+17,oh this has been brewing for a few days. As part of the whole MeToo thing an actress detailed a story about EvilLore coming onto her,1,1,
9.24145E+17,@KitDaniels1776 #MeToo Does that hashtag include the1000s of young boys made victims of Bacha bazi widely accepted in the Islamic culture,1,3,
9.20086E+17,#MeToo,1,1,4
9.20654E+17,#metoo,1,1,4
9.2013E+17,Me too. #MeToo,1,1,4
9.24612E+17,"Combating sexual #harassment & #abuse in the #EU "": @CaterinaChinnic @julie4nw @jpdenanot @WajidKhanMEP #MeToo (3/4) http:// youtu.be/9omfQqPuc2A""",1,1,
9.24366E+17,Typical liberal double talk. Gawk at breasts while reporting #metoo . Champion gun control n travel w/armed security. #hollywoodhypocrites,1,2,
9.20047E+17,. @Alyssa_Milano You should run for office. You have the intelligence and the backbone to effect real change in this world. #MeToo,1,1,
9.19825E+17,#MeToo,1,1,4
9.19962E+17,Through therapy and Gods grace I’m getting past this. But it still hurts from time to time. #MeToo,1,1,4
9.2017E+17,#MeToo https:// twitter.com/lenasunk/statu s/920030240297979904 …,1,1,4
9.19924E+17,Systematic problem? What systematic problem? #MeToo,1,1,4
9.22484E+17,You represented a man that assaulted women who created the #metoo movement. All the money you received must go to his victims. #banlisabloom,1,1,
9.20194E+17,#MeToo – the post-Weinstein rallying cry of solidarity @thepooluk #thepool http://www. the-pool.com/news-views/opi nion/2017/42/marisa-bate-on-me-too-hashtag-post-weinstein …,1,1,
9.19991E+17,#berlin #brandenburg #love #top #realtalk #life #money #energy #today #people #game #harassment #metoo #merkel #noticias #masterchef #ger #i https:// twitter.com/Ah_von_Oh/stat us/919177864553156608 …,1,1,
