920026781855436810,#MeToo,1,1,4,,,,,,
919851622330544128,I was raped while walking my dog. I wondered if it was my fault. I was raped by my boyfriend. I wondered if it was my fault. I don't feel that way any more. Neither should you. #metoo,1,1,3,,,,,,
920488416961167360,Monica #MeToo @shellieBlum @Truthgunner @RightwingAngel @Carold501 @ItsJustJill @WAGNERGIRLE @EricaRN4USA @sheilaaj @cgpb @scarlett2112,1,1,4,,,,,,
921866103327899648,#metoo I was 17. My first job. He was my family dentist. He was training me to be his dental assistant. And something else too it would seem,1,1,3,,,,,,
922094059518398464,#MeToo my history is long and it seems like it never stops,1,1,4,,,,,,
919827804077817856,Don’t touch someone without consent #MeToo,1,1,3,,,,,,
919887345540669440,"Even when men get away with it, you’re brave for speaking up. #MeToo",1,1,4,,,,,,
920025933679071232,#MeToo ....the first time was when I was 12 years old. Not drunk. Wasn't acting like a hoe. Just a child. https:// twitter.com/jenfieldd/stat us/920019909207298053 …,1,1,3,,,,,,
9.22035E+17,#MeToo,1,1,4,,,,,,
920055819655368704,#metoo,1,1,4,,,,,,
919887069807284225,"I was 11 the first time I was grabbed and sexually harassed. Later it was random strangers, an Employer, an ex romantic partner. #MeToo",1,1,3,,,,,,
919987003407683584,I love youuuu thank you for using your platform for this #MeToo,2,,,,,,,,
920170728758173696,#MeToo,1,1,4,,,,,,
920142930999955456,Thousands of women share experiences of sexual assault on Twitter through #MeToo https://www. theverge.com/2017/10/16/164 81658/twitter-metoo-hashtag-wome-sexual-assault-share-experiences-harassment?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter … pic.twitter.com/IWfn7iHEwN,1,3,4,,,,,,
920806117441077248,"#MeToo did something revolutionary, @sophieGG writes https://www. theatlantic.com/entertainment/ archive/2017/10/the-movement-of-metoo/542979/?utm_source=twb …",1,3,4,,,,,,
920766972106768389,#MeToo pic.twitter.com/rXfMLNPmJS,1,1,4,,,,,,
920075123650060288,Me Too. #MeToo pic.twitter.com/mBZwDnegfK,1,1,4,,,,,,
920807753492267011,The latest DAILYPAPARAZY.LK! https:// paper.li/Peparazya/1408 082097?edition_id=d2e4a010-b463-11e7-8e26-0cc47a0d15fd … #forbes400 #metoo,2,,,,,,,,
920092447513956357,Drunk ex boyfriends being very forceful and manipulative and who are also way stronger than me. #metoo,1,1,3,,,,,,
919917925011804166,It's gotten so much traction that even James Woods is signaling support for the #MeToo movement.,1,1,4,,,,,,
920116669573423105,#MeToo and there’s no such thing as “asking for it” or “had it coming for you”,1,1,3,,,,,,
920706360475553793,"Men posting #MeToo is the same as when men say that reverse sexism"" bullshit. It's not about you right now. You sound hella stupid.""",1,2,4,,,,,,
921786472960839680,I hadn't even had my first period the first time a group of boys made sexual comments on my body. #MeToo,1,1,2,,,,,,
925114317992857600,@netflix We've been with u from the beginning. Very disappointed u haven't dropped #HouseOfCards and #KevinSpacey immediately. #MeToo,2,,,,,,,,
920922698833731584,#metoo for years starting at age 9. Thanks for breaking the silence and leading by example.,1,1,4,,,,,,
920016163186208769,#MeToo,1,1,4,,,,,,
920045471846092803,#MeToo https:// twitter.com/Alyssa_Milano/ status/919659438700670976 …,1,1,4,,,,,,
919963486926630912,Seeing #MeToo in so many posts is just heartbreaking.,1,1,4,,,,,,
919894245355397120,#MeToo .,1,1,4,,,,,,
919862621687500800,Hashtag #MeToo trending on Twitter is highlighting the widespread prevalence of sexual assault. #endVAW,1,3,4,,,,,,
920009743745409024,This exactly. Mine was an older cousin. #metoo https:// twitter.com/smitten_vixxen /status/919991416016732165 …,1,1,4,,,,,,
925040091344637953,#DRTBrainLove #DrDelvena #spreadtheword #advocacy #takeastand #metoo #sexualassault #domesticviolence #mentoo #DVAM https:// youtu.be/NxXPkYqpuKM,1,3,4,,,,,,
919867309942018048,"Growing up I hated a place we went to. He would pick me up, hug/squeeze me and tell me how pretty I was. Then laugh when I said no. #MeToo",1,1,3,,,,,,
919999413719912451,#MeToo shouts out to the frat boy who thought countless no's meant yes,1,1,3,,,,,,
920883614945984512,"No #woman should have to walk with fear,nor endure verbal or physical agression.We should be protected.We have the righ to be safe #MeToo https:// twitter.com/time/status/92 0877202912227328 …",1,1,4,,,,,,
923152469491834880,Yes I was sexually harrased by 2 girls for 5 years from class 8to12. #metoo,1,1,4,,,,,,
