9.20159866647339E+017,"""easy for women to sit in her airconditiond room sipping her wine &amp changing her status to #metoo !Any1 felt like doing anythin about it?NO""",“1”
9.20214000759173E+017,"""#MeToo""","""1"""
9.23873385595228E+017,"""Ppl like him need to be told off #metoo online harassment is ultimately harassment""","""1"""
9.23619478436446E+017,"""IFB IFB IFB IFB #TrapaDrive #MGWV #MeToo IFB IFB Retweet Follow everyone Follow back #NaijaFollowTrain #GainWithXtianDela""","""2"""
9.21826646138786E+017,"""#MeToo""","""1"""
9.24338301305311E+017,"""She also fallow me but I never confirmed it’s harassment hahahahhaha #metoo""","""1"""
9.23733063393214E+017,"""this #MeToo is c2c""","""1"""
9.20858782967755E+017,"""A powerful, poignant post about men's role in the #MeToo movement went viral. http://www. upworthy.com/a-powerful-poi gnant-post-about-mens-role-in-the-metoo-movement-went-viral?g=2&c=ufb0&s=p …""","""1"""
9.19820126676927E+017,"""#MeToo""","""1"""
9.20164797580218E+017,"""#metoo""","""1"""
9.20353703617495E+017,"""#metoo I wasn’t even 9 then.""","""1"""
9.20898192996057E+017,"""#MeThough should be a global response to #MeToo , to bring about a change. Here is my story: https://www. abilashpraveen.com/blog/inspirati on/methough-not-just-sorry-answer-metoo/ …""","""1"""
9.19907781808984E+017,"""#MeToo""","""1"""
9.2010745299721E+017,""" #MeToo Floods Social Media With Stories of Harassment and Assault"" by ANNA CODREA-RADO via NYT http:// ift.tt/2ysLwSf""""","""1"""
9.20108247163556E+017,"""#metoo because I no longer want to be a victim or a sob story""","""1"""
9.20148762856755E+017,"""I've seen the stories and I'm disgusted, no means no. #MeToo""","""1"""
9.23189E+017,"""Could you please share this petition @EverydaySexism ? #MeToo #EverydaySexism https:// petition.parliament.uk/petitions/2031 14 …""","""1"""
9.19846871325127E+017,"""#MeToo .. And then again.. And then again.. And then some more.""","""1"""
9.1984303554605E+017,"""Was molested by a cousin, sexually harassed by a priest, raped by a boss. No one believed me either. I'm here and no one walks alone. #MeToo https:// twitter.com/alyssa_milano/ status/919659438700670976 …""","""1"""
9.20006771611193E+017,"""#MeToo""","""1"""
9.20396894869901E+017,"""Maybe soon, we’ll move on from the passive voice of #MeToo to a more pointed construction: #HimThough ."" https:// qz.com/1104276/metoo/""""","""1"""
9.20802447307694E+017,"""#MeToo""","""1"""
9.21026160577757E+017,"""#MeToo""","""1"""
9.21624072685007E+017,"""I am proud of @llama_ajol for speaking up! She has always been an inspiration to me and its sad that we both had this stuff happen #MeToo pic.twitter.com/j9OyKJPcc5""","""1"""
9.20641716369097E+017,"""@KeelyNoteToSelf wow, so proud of your voice and bravery on @witfnews #SmartTalk just now regarding #MeToo #sexualviolence . Thank you""","""1"""
9.20639829167178E+017,"""I don't know one woman who has not been sexually harassed, verbally or physically - incl myself and my 18 yr old daughter. #MeToo""","""1"""
9.19915341198823E+017,"""#MeToo Sexual assault and harassment comes in many different forms. Don't be afraid to speak up; I regret not speaking up sooner.""",“1”
9.20311369945244E+017,"""#MeToo - No, it’s not “hysteria”, sexual harrassment and assault are very real. This HAS to change.""","""1"""
9.19913784558477E+017,"""#metoo Wow. There really are a lot of us aren't there.""","""1"""
9.20295311083389E+017,"""#MeToo I have been sexually assaulted by men AND WOMEN. But most men I know are respectful. Most women I know think they're entitled to..""","""1"""
9.2511719053747E+017,"""@NickDunnCNBC do your reporters have #metoo stories? they should sheir their stories""","""1"""
9.20357765339521E+017,"""#metoo Because I don't give a shit about anything.""","""1"""
9.19818687598674E+017,"""And also, if you think sexual assault applies to only one group of people, you are part of the problem. #MeToo""","""1"""
9.1993082849024E+017,"""#Metoo""","""1"""
9.2036366846176E+017,"""#MeToo""","""1"""
9.20370813219381E+017,"""The friend of a friend who gave me a ride home one night and turned polite conversation into an ask for more. /7 #metoo""","""1"""
9.21001995456172E+017,"""@Timcast massive sex scandal and cover-up in Swedish media connected with #metoo https:// samnytt.se/metoo-the-cult ure-of-sexual-harassment-and-cover-up-in-swedish-media/ …""","""1"""
9.20265912288194E+017,"""#Metoo Thank you @Alyssa_Milano for reaching out to people affected by this issue""","""1"""
9.20004771532214E+017,"""#MeToo""","""1"""
9.19901455502512E+017,"""#MeToo""","""1"""
9.20999657777652E+017,"""-she's actually grateful that a person with a platform could spread the awareness. Everyone who has a #metoo knows who founded the campaign""","""1"""
9.20077770583048E+017,"""#MeToo""","""1"""
9.19922684997144E+017,"""#MeToo https:// twitter.com/theb00kwitch/s tatus/919752296434683904 …""","""1"""
9.19818850702684E+017,"""#MeToo""","""1"""
9.20081990724047E+017,"""I was expecting a #metoo at the end rofl""","""2"""
9.20042518724653E+017,"""#MeToo""","""1"""
9.20127519977652E+017,"""Salute to all the brave #MeToo posts. First step of solving a problem is talking about it.""","""1"""
9.19969516506948E+017,"""I was eight. Maybe nine. #MeToo""","""1"""
9.20075007174197E+017,"""Im worried about men upstaging women on social media, but after #MeToo , #YesIWill / #ItWasMe / #IDidThat should trend too""","""1"""
9.20397817624928E+017,"""#MeToo""","""1"""
9.22125449941176E+017,"""Samir could have easily avoided this drama by not lying and cheating and putting me in a vulnerable position- he chose to betray. #MeToo""","""1"""
9.2010082991002E+017,"""for you & each victim to us all #metoo #IBelieveYou #WeCanDismantleRapeCulture""","""1"""
9.20314897417822E+017,"""Well put. #empathy is key. #SpeakUp #MeToo https:// twitter.com/cmclymer/statu s/919711576885727232 …""","""1"""
9.20080346598793E+017,"""#metoo Around my mid-twenties, I was good friends with my male boss. When I complained to him that a married,... http:// fb.me/9dwue21cs""","""1"""
