9.19996E+17,Me too. #metoo,1,1,4
9.1995E+17,#MeToo I personally witnessed gay men shocked to the core when mildly harassed on the streets. I almost laughed. This is women's reality.,1,1,2
9.20102E+17,#MeToo,1,1,4
9.21028E+17,"Ur post just made me so emotional cuz #metoo , not just once or twice. Thank you for standing up and fighting. pic.twitter.com/Oyppvq993y",1,1,4
9.20124E+17,"One day I’ll freely be able to tell my story. Until then, #MeToo . pic.twitter.com/aCewEiC68Q",1,1,4
9.23829E+17,I am the MAN who created #Mitthu . I'm in no brigade. I'm alone. Surviving the harrassment by #MeToo,1,2,
9.19969E+17,and the #MeToo hashtag about woman talking about their experience with sexual assault and harvey it was too much to deal with for me,1,1,
9.21173E+17,#MeToo,1,1,4
9.20272E+17,Survivor spaces allow women w power to focus on harm we experience w/o much accountability for harm we cause #MeToo http:// feministing.com/2017/10/17/met oo-gender-violence-does-not-exist-without-white-supremacy/ …,1,,
9.20212E+17,#MeToo,1,1,4
9.20314E+17,Everybody should be free to decide what happens with their body and who they share their body with. Without question. #MeToo #SheDecides,1,1,
9.19874E+17," #MeToo Floods Social Media With Stories of Harassment and Assault"" by ANNA CODREA-RADO via NYT http:// ift.tt/2ysLwSf pic.twitter.com/X4D2HagCEu""",1,,
9.21354E+17,Kolkata Police Have A Commendable Response to the #MeToo Movement https://www. thebetterindia.com/?p=118731 via @thebetterindia,1,,
9.20111E+17,#metoo,1,1,4
9.19966E+17,"Elizabeth Smart was abducted as a CHILD & escaped 9 months later. Ppl said, 9 months, huh? Mormon family probably hid a pregnancy."" #MeToo""",1,,
9.19852E+17,You aren't alone. #MeToo,1,1,
9.21545E+17,"A poignant discussion about #MeToo on Fox 2 Detroit's Let It Rip! with a lawyer, a psychologist, and two authors! http://www. fox2detroit.com/news/288429853 -video … pic.twitter.com/77GbHZvYlf",1,,
9.21397E+17,#MeToo,1,1,4
9.19942E+17,Me Too. #MeToo,1,1,4
9.19848E+17,"Well, yeah. #MeToo",1,1,4
9.20433E+17,"the internet is a bit traumatic lately, and no we are not being too sensitive. Because no means no and we deserve respect. #metoo",1,1,
9.20654E+17,Men doing better. : #MeToo posts about sexual harassment prompt me to confess #YesIHave https://www. dallasnews.com/opinion/commen tary/2017/10/16/metoo-posts-sexual-harassment-prompt-confess-yesihave …,1,1,
9.20166E+17,#MeToo https:// twitter.com/thedailybeast/ status/920163729471307777 …,1,1,4
9.19946E+17,#METOO https:// twitter.com/bestcoast/stat us/919803129721491457 …,1,1,4
9.21063E+17,GQ fires writer 'heartbroken and inspired' by #MeToo stories after sexual assault allegation - https:// twitchy.com/gregp-3534/201 7/10/19/gq-fires-writer-heartbroken-and-inspired-by-metoo-stories-after-sexual-assault-allegation/ …,1,1,
9.2002E+17,#MeToo,1,1,4
9.2447E+17,"#EmpathyForYou means being aware that the daily line women walk between interacting freely & concern for their safety, is a grind on their dignity It's reflecting vs misdirecting Before we can #CreateAnew we need to empathize with (give understanding to) those saying #MeToo pic.twitter.com/5QlbnKpAUr",1,1,
9.19913E+17,#MeToo and almost every woman I know.,1,1,4
9.22062E+17,The latest Yukihiro’s ON LINE News! https:// paper.li/pachiki71/1318 170531?edition_id=1869e590-b71c-11e7-8999-0cc47a0d1609 … Thanks to @koji #marr #metoo,2,,
9.21906E+17,"#MeToo flew alone LAX 2 ATL- aunt visit-1976. 16 yo skinny, flat-cheated kid. Guy, next me? octopus+tongue...Who to tell? Yep, DJT did same",2,,
9.22E+17,@coe @EUCouncil @EU_Commission Democracy in #Spain & #EU is based in physical superiority like sexual violation #balancetonporc #MeToo #EUCO pic.twitter.com/ImNdWxTgRL,1,,
9.19885E+17,"Sadly, I must that admit that it has been inflicted upon #MeToo - and way more than once. Can we make it end for future sons and daughters?",1,1,4
9.2017E+17,#MeToo,1,1,4
9.24854E+17,#MeToo pic.twitter.com/adIu0trPtQ,1,1,4
9.19919E+17,#MeToo,1,1,4
9.20206E+17,#Metoo I am a survivor of rape and sexual assault never am I a victim; always a warrior ready to fight back @ywcasv #meto,1,1,3
9.20213E+17,Of course #MeToo I'm a woman. I don't know any women who don't have a story.,1,1,4
9.24033E+17,How #MeToo Can Graduate from Moment to Movement - The #MeToo hashtag has been tweeted well more than a million ... http:// ow.ly/E4io50eR5M9,1,1,
9.2001E+17,#MeToo,1,1,4
9.19921E+17,#MeToo,1,1,4
9.21443E+17,Don’t forget that millions of women abuse their sexuality to make career... #ikook #metoo #ichauch #moiaussi #yotambien #ancheio #eutambém,1,2,
9.23956E+17,just got this from a friend I haven't seen much of the campaign from Kenyans on Twitter tho #MeToo pic.twitter.com/KugP0GIM2Y,1,,
9.20802E+17,#NomeansNo #consent #Metoo simple pic.twitter.com/LlVO5P68Mm,1,1,
9.24486E+17,#MeToo,1,1,4
9.23422E+17,Ei #Europa ... on ets? #aixino #creiaqueeraladetots #Metoo https:// twitter.com/evapiquer/stat us/923266143741186050 …,,,
9.23291E+17,Japan’s Big #MeToo Moment: You Think Hollywood Abuses Women? You Oughta See Tokyo. http:// google.com/newsstand/s/CB Iwn4XPtzY …,1,1,
9.19958E+17,"#MeToo One time a senior member of my team said to me I just like to watch u walk past my office. No 1 has a walk like u"" Used alt route""",1,1,2
9.19824E+17,#MeToo,1,1,4
9.20389E+17,"#MeToo , because I want to stand with those strong enough to share their stories and hope one day I’ll be able to share my own",1,1,4
9.19915E+17,"#MeToo If every person who has been sexually harassed or assaulted wrote Me too"", we might give people a sense of how huge this problem is.""",1,1,4
9.23478E+17,#Metoo,1,1,4
9.19835E+17,Because I ditched my old life just to make a new one. #MeToo,1,1,4
9.19965E+17,Court arrives and I have to watch a 3 hour body cam footage prior to the court date. #MeToo,1,1,4
9.19921E+17,#MeToo,1,1,4
9.20662E+17,I'm so sorry this happened to you. #MeToo,1,1,
9.1982E+17,The worst part of this hashtag is realising how many stories I actually have. #MeToo,1,1,4
9.19938E+17,#MeToo,1,1,4
9.19838E+17,"Kinda messed up that I completely forgot about the time I was sexually assaulted on public transport before I saw #metoo , as if it's normal",1,1,3
9.21409E+17,"#metoo Most sexassults in EU > 90 % are done by migrants #refugees They cant integrate, came 4 pay $. 10% of #Swedish females victims/year https:// twitter.com/OnlineMagazin/ status/921324017772122112 …",1,1,
9.20528E+17,#metoo,1,1,4
9.20235E+17,It would be interesting if the PERPETRATORS of sexual harassment and assault were the ones posting #metoo,1,1,
9.20377E+17,"Current politics & #metoo and all the strife in the world, I'm having a really freakin hard time trying to stay positive on social media.",1,1,
9.21792E+17,#MeToo should be open to everyone who is afraid to admit that they were sexually assaulted. Everyone can be an offender and everyone can be,1,1,
9.20021E+17,"You're experiences are your own, don't feel pressure to talk about what you don't want to share, just know you are not alone. #MeToo",1,1,
9.21165E+17,#MeToo in the jewish community & more - http:// mailchi.mp/ravjill/reclai m-your-time-1741357 …,1,1,
9.20007E+17,Let's move from #MeToo to #NeverAgain >>> full post https://www. facebook.com/photo.php?fbid =10214563913395283&set=a.1058170538225.9817.1344729026&type=3&theater … pic.twitter.com/G3lR5wX9Ni,1,1,
9.19926E+17,#MeToo Floods Social Media With Stories of Harassment and Assault https:// nyti.ms/2zcOJT9,1,1,
9.20711E+17,"[Thread] All of the posts under #MeToo have been heartbreaking, but McKayla's this morning absolutely floored me. It's awful to hear of -",1,1,
9.21535E+17,#MeToo because that one night changed my life forever,1,1,4
9.20043E+17,My heart breaks for all of the #metoo stories. I apologize to all of you for my actions and inactions in this.,1,1,
9.20323E+17,#MeToo,1,1,4
9.1992E+17,"The TL, both twitter and FB is filled with #MeToo . If ever the culture of omerta needs breaking it is now.",1,1,
9.19924E+17,WHOA: Did Monica Lewinsky just SMACK Bill Clinton with her #MeToo tweet? https:// twitchy.com/samj-3930/2017 /10/16/whoa-did-monica-lewinsky-just-smack-bill-clinton-with-her-metoo-tweet/ … via @twitchyteam,1,,
9.20229E+17,"Literally, Why Can’t I Say #MeToo https:// totalsororitymove.com/literally-why- cant-i-say-metoo/ …",1,,
9.20117E+17,How about the men who get falsely accused of sexual assault like Trump @social77media #SummerZervos #MeToo https:// youtu.be/-362w3P-0xU,1,3,
9.19852E+17,"It has taken a long time, but after acknowledging the pain I can finally begin to heal. #MeToo",1,1,4
