919996487559532545,Me too. #metoo,1,1,4
919950022426243073,#MeToo I personally witnessed gay men shocked to the core when mildly harassed on the streets. I almost laughed. This is women's reality.,1,1,2
920102070321012736,#MeToo,1,1,4
921028213970800643,"Ur post just made me so emotional cuz #metoo , not just once or twice. Thank you for standing up and fighting. pic.twitter.com/Oyppvq993y",1,1,4
920123914059177984,"One day I’ll freely be able to tell my story. Until then, #MeToo . pic.twitter.com/aCewEiC68Q",1,1,4
923828919547060224,I am the MAN who created #Mitthu . I'm in no brigade. I'm alone. Surviving the harrassment by #MeToo,1,1,4
919968622939865089,and the #MeToo hashtag about woman talking about their experience with sexual assault and harvey it was too much to deal with for me,1,1,
921172786923450368,#MeToo,1,1,4
920272430719029248,Survivor spaces allow women w power to focus on harm we experience w/o much accountability for harm we cause #MeToo http:// feministing.com/2017/10/17/met oo-gender-violence-does-not-exist-without-white-supremacy/ …,1,,
920211684999905280,#MeToo,1,1,4
920313516749459457,Everybody should be free to decide what happens with their body and who they share their body with. Without question. #MeToo #SheDecides,1,1,4
919873832235814912," #MeToo Floods Social Media With Stories of Harassment and Assault"" by ANNA CODREA-RADO via NYT http:// ift.tt/2ysLwSf pic.twitter.com/X4D2HagCEu""",1,,
921354097470603264,Kolkata Police Have A Commendable Response to the #MeToo Movement https://www. thebetterindia.com/?p=118731 via @thebetterindia,1,,
920111342647955457,#metoo,1,1,4
919966157930663937,"Elizabeth Smart was abducted as a CHILD & escaped 9 months later. Ppl said, 9 months, huh? Mormon family probably hid a pregnancy."" #MeToo""",1,1,3
919852092134531072,You aren't alone. #MeToo,1,1,4
921544555547291650,"A poignant discussion about #MeToo on Fox 2 Detroit's Let It Rip! with a lawyer, a psychologist, and two authors! http://www. fox2detroit.com/news/288429853 -video … pic.twitter.com/77GbHZvYlf",1,,4
921396950062297090,#MeToo,1,,4
919942217971539970,Me Too. #MeToo,1,,4
919847656876322816,"Well, yeah. #MeToo",1,,4
920433093869211649,"the internet is a bit traumatic lately, and no we are not being too sensitive. Because no means no and we deserve respect. #metoo",1,1,4
920653537318711296,Men doing better. : #MeToo posts about sexual harassment prompt me to confess #YesIHave https://www. dallasnews.com/opinion/commen tary/2017/10/16/metoo-posts-sexual-harassment-prompt-confess-yesihave …,1,1,4
920166405194092545,#MeToo https:// twitter.com/thedailybeast/ status/920163729471307777 …,1,,4
919946186580115456,#METOO https:// twitter.com/bestcoast/stat us/919803129721491457 …,1,,4
921063132151406592,GQ fires writer 'heartbroken and inspired' by #MeToo stories after sexual assault allegation - https:// twitchy.com/gregp-3534/201 7/10/19/gq-fires-writer-heartbroken-and-inspired-by-metoo-stories-after-sexual-assault-allegation/ …,1,,3
920020374523404288,#MeToo,1,,4
924469731100205057,"#EmpathyForYou means being aware that the daily line women walk between interacting freely & concern for their safety, is a grind on their dignity It's reflecting vs misdirecting Before we can #CreateAnew we need to empathize with (give understanding to) those saying #MeToo pic.twitter.com/5QlbnKpAUr",1,1,4
